,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
1752,7,2018,12500,2,6394,0,145.0,49.6,1.0
1753,8,2016,9500,2,4210,0,165.0,43.5,1.6
1754,10,2016,8500,0,41955,0,150.0,48.7,1.4
1755,12,2017,12498,0,22981,2,145.0,61.7,1.7
1756,12,2017,13495,3,33164,2,125.0,57.6,1.7
1757,12,2017,11800,0,9140,0,160.0,44.8,1.6
1758,8,2016,7327,0,20347,0,125.0,50.4,1.4
1759,8,2017,8340,0,20967,0,145.0,50.4,1.4
1760,8,2013,5498,0,35954,0,150.0,45.6,1.4
1761,10,2017,9298,0,52586,2,145.0,74.3,1.6
1762,10,2016,8698,0,32572,0,145.0,48.7,1.4
1763,9,2016,10491,0,36084,2,30.0,65.7,1.7
1764,7,2016,7821,0,33322,0,20.0,62.8,1.0
1765,7,2015,8995,0,11468,0,125.0,51.4,1.4
1766,7,2017,8295,0,21260,2,145.0,72.4,1.4
1767,14,2017,15470,2,18747,3,135.0,78.5,1.6
1769,15,2018,22270,3,13018,2,145.0,42.8,2.2
1770,11,2018,13470,0,13533,0,145.0,44.1,1.0
1771,7,2019,10970,0,3826,0,145.0,47.9,1.0
1772,7,2019,10970,0,2884,0,145.0,47.9,1.0
1773,7,2019,10970,0,4491,0,145.0,47.9,1.0
1774,14,2019,19970,2,8862,3,135.0,62.8,1.6
1775,7,2017,9370,0,17864,0,145.0,55.4,1.2
1776,12,2018,13690,0,23091,0,145.0,44.8,1.6
1777,6,2013,6990,0,72205,2,145.0,53.3,1.7
1779,5,2017,8495,0,23000,0,145.0,57.7,1.2
1780,5,2016,6995,0,14959,0,30.0,57.6,1.2
1781,15,2020,36495,3,6073,2,145.0,39.2,2.2
1782,12,2018,19894,2,8700,2,145.0,47.1,1.6
1783,13,2019,24995,0,100,2,145.0,31.7,2.5
1784,5,2017,6795,0,33834,0,145.0,57.7,1.2
1785,8,2016,6995,0,41691,2,30.0,64.2,1.6
1786,12,2016,16995,0,15507,2,125.0,58.9,2.0
1787,5,2015,6079,0,25411,0,30.0,57.6,1.2
1788,12,2017,12991,3,47170,2,125.0,57.6,1.7
1789,7,2017,9991,0,16069,0,145.0,61.4,1.0
1790,15,2018,20250,0,7781,2,145.0,47.1,2.2
1791,12,2016,14495,3,31441,2,125.0,57.6,1.7
1792,5,2018,8495,0,7372,0,145.0,60.1,1.0
1793,14,2018,13995,2,35876,3,135.0,78.5,1.6
1794,5,2019,10890,0,100,0,145.0,49.6,1.0
1795,5,2018,7495,0,12447,0,145.0,60.1,1.0
1796,12,2019,20990,0,100,0,145.0,35.3,1.6
1798,5,2019,10790,0,50,0,145.0,49.6,1.0
1799,13,2018,15795,2,31917,2,145.0,33.6,2.5
1800,11,2019,15995,0,9567,0,145.0,44.1,1.0
1801,8,2017,9695,0,13817,0,145.0,50.4,1.4
1802,8,2016,8189,0,28500,0,125.0,50.4,1.4
1803,5,2015,8695,3,8537,0,145.0,47.9,1.2
1804,12,2019,26495,0,2250,3,145.0,47.9,1.6
1805,8,2016,8399,0,19999,0,125.0,50.4,1.4
1806,5,2017,6798,0,32716,0,145.0,57.7,1.2
1807,12,2016,16995,0,4859,0,160.0,44.8,1.6
1808,12,2019,25490,0,3210,3,145.0,48.7,1.6
1809,13,2019,18990,0,15492,2,145.0,31.7,2.5
1810,11,2019,15390,0,9187,0,145.0,44.1,1.0
1811,15,2019,31390,3,13675,2,150.0,39.8,2.2
1812,10,2015,9290,0,30782,2,20.0,72.4,1.6
1813,11,2019,19990,0,2000,0,150.0,44.1,1.0
1814,5,2019,10290,0,198,0,145.0,49.6,1.0
1815,10,2019,13990,0,100,0,145.0,48.7,2.2
1816,12,2019,19990,0,50,0,145.0,35.3,1.6
1817,5,2019,9190,0,100,0,145.0,60.1,1.0
1818,11,2019,16390,0,50,0,145.0,44.1,1.0
1820,8,2015,7190,0,24305,2,30.0,64.2,1.6
1821,5,2017,7990,0,5473,0,145.0,60.1,1.0
1822,12,2019,15498,0,16373,0,145.0,34.9,1.6
1823,7,2018,9998,0,13546,0,145.0,46.3,1.2
1825,7,2017,8980,0,19302,0,145.0,62.8,1.0
1826,5,2017,6881,0,25884,0,145.0,60.1,1.0
1828,8,2017,10000,0,12245,0,150.0,50.4,1.4
1829,15,2015,16990,3,46045,2,265.0,42.2,2.2
1830,5,2017,7390,0,12115,0,150.0,60.1,1.0
1831,12,2016,14990,0,46759,2,150.0,54.3,2.0
1832,14,2017,15290,2,23690,3,140.0,78.5,1.6
1833,5,2017,7290,0,12351,0,145.0,60.1,1.0
1834,5,2019,10290,0,50,0,145.0,49.6,1.0
1835,5,2017,6290,0,30351,0,145.0,60.1,1.0
1837,12,2019,20990,0,4304,2,145.0,48.7,1.6
1841,10,2017,8490,0,35073,2,150.0,78.4,1.6
1842,8,2016,8790,0,20063,0,125.0,50.4,1.4
1843,12,2016,17790,2,15550,2,205.0,47.1,2.0
1844,12,2017,15490,0,20018,2,30.0,61.4,1.7
1845,7,2015,7446,0,26061,0,30.0,55.4,1.2
1846,6,2015,7485,0,85614,2,150.0,54.3,1.7
1847,5,2017,6498,0,40261,0,145.0,57.7,1.2
1848,5,2017,6798,0,33267,0,145.0,57.7,1.2
1849,5,2017,6298,0,41592,0,145.0,60.1,1.0
1850,5,2017,8990,0,17470,0,145.0,57.7,1.2
1851,10,2017,10290,0,17921,0,145.0,56.5,1.0
1852,11,2019,14470,0,20189,0,150.0,44.1,1.0
1853,12,2017,15270,3,26238,2,125.0,57.6,1.7
1854,10,2017,8250,0,27095,2,150.0,78.4,1.6
1855,5,2017,8490,0,19971,0,30.0,57.7,1.2
1856,10,2017,9990,0,48499,2,150.0,74.3,1.6
1857,5,2018,8490,0,3611,0,150.0,60.1,1.0
1858,11,2019,20990,2,4235,3,140.0,52.3,1.6
1859,14,2017,12990,2,38249,3,140.0,78.5,1.6
1860,7,2018,11795,0,3792,0,145.0,46.3,1.2
1861,7,2013,5790,0,19729,0,30.0,57.6,1.2
1862,5,2015,5499,0,12042,0,20.0,61.4,1.0
1863,9,2017,10277,0,15326,2,145.0,65.7,1.7
1864,10,2017,10120,0,32769,2,145.0,74.3,1.6
1865,13,2016,13990,0,30283,2,300.0,37.7,2.5
1866,12,2016,13490,0,23992,2,30.0,61.7,1.7
1867,5,2017,5590,0,42005,0,145.0,60.1,1.0
1868,5,2017,7490,0,31801,0,30.0,57.7,1.2
1869,7,2014,5990,0,29872,0,30.0,57.6,1.2
1870,10,2017,8990,0,30834,0,125.0,50.4,1.4
1871,15,2015,14500,3,54000,2,265.0,42.2,2.2
1872,10,2019,18990,0,222,0,145.0,42.2,1.4
1873,12,2016,12570,0,30581,2,30.0,61.7,1.7
1874,11,2018,13970,0,9711,0,150.0,44.1,1.0
1875,10,2018,12970,0,22780,0,150.0,52.3,1.4
1876,12,2016,15270,2,35794,2,205.0,46.3,2.0
1877,9,2017,11470,0,14799,2,150.0,67.3,1.7
1878,7,2019,11470,0,6305,0,150.0,47.9,1.0
1879,10,2019,17970,0,3000,0,150.0,44.8,1.4
1880,10,2019,26970,0,1000,0,150.0,34.0,2.0
1881,7,2019,12090,0,2946,0,145.0,46.3,1.2
1882,7,2019,12395,0,6245,0,145.0,47.9,1.0
1883,6,2014,7790,0,62300,0,205.0,41.5,1.6
1884,5,2018,9750,0,16874,0,150.0,57.7,1.2
1885,12,2017,12395,0,18679,2,30.0,61.7,1.7
1886,15,2019,35490,3,17568,2,150.0,39.8,2.2
1887,5,2019,10890,0,50,0,145.0,49.6,1.0
1888,9,2016,8490,0,47613,2,20.0,67.3,1.7
1889,5,2015,6190,0,19645,0,30.0,57.6,1.2
1890,14,2017,16290,2,11651,3,135.0,78.5,1.6
1891,5,2017,8495,0,12583,0,145.0,57.7,1.2
1892,5,2018,8000,0,8083,0,145.0,60.1,1.0
1893,11,2019,21990,3,8086,0,145.0,37.7,1.6
1894,12,2017,15990,0,19996,2,30.0,61.4,1.7
1895,14,2018,15490,2,32228,3,135.0,78.5,1.6
1896,12,2018,16990,3,29890,0,145.0,39.8,1.6
1897,5,2019,8490,0,3269,0,145.0,60.1,1.0
1898,7,2017,8990,0,14923,0,145.0,62.8,1.0
1899,7,2017,9990,0,9903,0,30.0,55.4,1.2
1900,7,2014,5990,0,24394,0,30.0,57.6,1.2
1901,5,2017,7990,0,17170,0,30.0,57.7,1.2
1902,5,2017,8490,0,7525,0,30.0,57.7,1.2
1903,7,2019,11490,0,4565,0,150.0,46.3,1.2
1904,12,2016,16990,0,27923,2,205.0,47.9,2.0
1905,9,2017,9490,0,22172,2,150.0,67.3,1.7
1906,14,2020,20990,2,3140,3,140.0,62.8,1.6
1907,5,2016,5290,0,23340,0,20.0,60.1,1.0
1908,7,2017,7795,0,37505,0,145.0,58.9,1.2
1909,5,2018,8795,0,6018,0,145.0,60.1,1.0
1910,5,2017,6995,0,10193,0,145.0,60.1,1.0
1911,11,2018,12695,0,10569,0,145.0,52.3,1.0
1912,5,2016,6995,0,30456,0,30.0,57.6,1.2
1913,5,2017,6220,0,26154,0,145.0,60.1,1.0
1914,5,2016,6270,0,11562,0,20.0,60.1,1.0
1915,5,2017,7250,0,16165,0,20.0,60.1,1.0
1916,12,2019,19000,0,6220,2,150.0,48.7,1.6
1917,5,2019,10490,0,3052,0,145.0,60.1,1.0
1918,5,2019,10490,0,2328,0,145.0,49.6,1.0
1919,10,2019,25490,0,1848,0,145.0,34.0,2.0
1920,5,2019,10490,0,1101,0,145.0,49.6,1.0
1921,12,2019,24990,3,9777,3,145.0,50.4,1.6
1922,12,2019,22990,0,2899,0,145.0,34.9,1.6
1923,5,2017,8990,0,13330,0,145.0,57.7,1.2
1924,5,2017,5725,0,30370,0,150.0,60.1,1.0
1925,5,2017,7600,0,35640,0,150.0,57.7,1.2
1926,12,2018,14250,0,20917,0,150.0,44.8,1.6
1927,8,2016,9995,2,7275,0,160.0,43.5,1.6
1928,8,2017,8690,0,9760,2,150.0,64.2,1.6
1929,8,2017,8499,0,9870,0,125.0,50.4,1.4
1930,12,2018,15999,3,7723,2,145.0,57.6,1.7
1931,12,2017,13500,0,9654,2,145.0,61.7,1.7
1932,8,2017,8750,0,13675,2,145.0,64.2,1.6
1933,5,2018,7500,0,12544,0,145.0,57.7,1.2
1934,11,2018,14750,0,8435,0,145.0,44.1,1.0
1935,12,2019,19199,0,3400,2,145.0,49.6,1.6
1936,5,2017,7350,0,17531,0,20.0,60.1,1.0
1937,5,2018,8500,0,9031,0,145.0,57.7,1.2
1938,11,2019,15000,0,14587,0,145.0,44.1,1.0
1939,13,2019,19000,2,14674,2,145.0,31.7,2.5
1941,12,2017,15732,0,16964,2,145.0,61.4,1.7
1942,9,2018,13491,0,37653,2,150.0,60.1,1.7
1943,5,2018,7995,0,7594,0,145.0,60.1,1.0
1944,12,2017,14995,3,20940,2,125.0,57.6,1.7
1945,5,2018,9995,0,7006,0,145.0,57.7,1.2
1946,5,2018,8295,0,11901,0,145.0,60.1,1.0
1947,12,2019,20991,3,29986,0,150.0,35.8,1.6
1948,15,2014,13991,0,52236,2,205.0,46.3,2.2
1949,12,2016,10776,0,31789,2,30.0,61.7,1.7
1950,5,2013,3500,0,62921,0,20.0,61.4,1.2
1951,12,2016,15000,0,26000,2,125.0,58.9,2.0
1952,8,2018,10500,0,9328,0,150.0,50.4,1.4
1953,15,2017,17991,0,29458,2,200.0,47.1,2.2
1954,7,2016,8491,0,21017,0,20.0,62.8,1.0
1955,7,2017,10700,2,3283,0,160.0,45.6,1.4
1956,7,2017,9000,0,17007,0,145.0,65.7,1.0
1959,7,2016,9299,0,16228,0,20.0,62.8,1.0
1960,12,2017,17500,0,19366,2,125.0,58.9,2.0
1961,5,2018,7400,0,10858,0,145.0,60.1,1.0
1962,11,2018,18000,3,35401,0,145.0,34.0,1.6
1963,14,2019,21000,2,2479,3,135.0,78.5,1.6
1964,5,2019,8750,0,10567,0,145.0,60.1,1.0
1965,5,2016,7500,0,21619,0,30.0,57.6,1.2
1967,5,2018,8700,0,2307,0,145.0,60.1,1.0
1968,10,2019,21999,0,8259,0,145.0,34.0,2.0
1969,5,2017,7995,0,6200,0,145.0,60.1,1.0
1970,7,2018,7991,0,20953,2,150.0,72.4,1.4
1971,7,2018,10491,0,10348,0,150.0,46.3,1.2
1972,6,2014,8990,0,22632,2,145.0,53.3,1.7
1973,5,2017,7000,0,27640,0,20.0,60.1,1.0
1974,5,2017,7600,0,11938,0,145.0,60.1,1.0
1975,9,2019,16250,0,8178,0,150.0,38.2,1.6
1976,10,2018,11000,0,13406,0,150.0,56.5,1.0
1977,5,2013,4490,0,23186,0,20.0,61.4,1.2
1978,10,2020,26990,0,1300,0,150.0,34.0,2.0
1979,11,2018,12394,0,20414,0,145.0,52.3,1.0
1981,12,2018,14291,0,19495,2,145.0,61.7,1.7
1982,10,2020,19995,0,37,0,145.0,44.8,1.0
1983,5,2016,6491,0,15362,0,20.0,60.1,1.0
1984,12,2017,14291,0,39530,2,30.0,61.7,1.7
1985,15,2020,43995,3,10,2,145.0,39.2,2.2
1986,5,2017,6991,0,23768,0,145.0,60.1,1.0
1987,5,2013,4500,0,25919,0,20.0,61.4,1.2
1988,12,2017,14000,0,12185,2,145.0,61.7,1.7
1989,11,2019,14750,0,14098,0,145.0,44.1,1.0
1990,14,2019,20400,2,2810,3,135.0,78.5,1.6
1991,12,2017,17800,0,25172,2,145.0,58.9,2.0
1992,12,2016,12000,0,53962,2,30.0,61.7,1.7
1993,12,2015,16750,2,21000,2,240.0,43.5,2.0
1994,5,2018,8750,0,9140,0,150.0,57.7,1.2
1995,10,2018,11000,0,16856,0,150.0,56.5,1.0
1996,6,2016,9500,0,34292,2,150.0,53.3,1.7
1997,5,2017,8500,3,15526,0,150.0,47.9,1.2
1998,12,2016,16500,0,22686,2,145.0,54.3,2.0
1999,7,2017,8291,0,17772,0,145.0,58.9,1.2
2000,5,2017,6491,0,31686,0,145.0,57.7,1.2
2001,14,2019,18491,3,2801,3,135.0,78.5,1.6
2002,12,2017,16991,0,19349,2,145.0,54.3,2.0
2003,7,2017,7999,0,32582,0,30.0,58.9,1.2
2004,7,2017,7999,0,37532,0,145.0,58.9,1.2
2005,7,2017,8990,0,21640,2,150.0,68.9,1.4
2006,12,2016,13998,0,12894,2,30.0,61.7,1.7
2007,11,2018,11998,0,25784,0,145.0,52.3,1.0
2008,10,2015,7698,0,50746,0,145.0,48.7,1.4
2009,14,2018,17998,2,4029,3,135.0,78.5,1.6
2010,10,2019,14998,0,6879,0,145.0,41.5,1.4
2011,12,2017,11000,0,37441,2,30.0,61.7,1.7
2012,12,2017,12400,0,37173,2,145.0,61.7,1.7
2013,5,2017,6890,0,20979,0,145.0,60.1,1.0
2014,13,2018,16990,2,33587,2,145.0,28.0,2.5
2015,5,2019,10490,0,25,0,145.0,49.6,1.0
2016,12,2017,15500,3,20529,2,145.0,57.6,1.7
2017,12,2017,15500,3,13470,2,125.0,57.6,1.7
2018,5,2016,6800,0,15828,0,20.0,60.1,1.0
2019,5,2013,3750,0,34655,0,20.0,61.4,1.2
2020,5,2017,7200,0,8129,0,20.0,60.1,1.0
2021,11,2018,13500,0,10647,0,145.0,44.1,1.0
2022,15,2019,29690,3,5299,2,145.0,39.8,2.2
2023,12,2017,17490,0,26111,2,145.0,54.3,2.0
2024,5,2014,5798,0,19422,0,30.0,57.6,1.2
2025,12,2017,12698,0,18624,2,30.0,61.7,1.7
2026,12,2017,13998,3,37578,2,150.0,57.6,1.7
2027,7,2015,6610,0,37360,0,30.0,55.4,1.2
2028,5,2017,6230,0,32360,0,145.0,57.7,1.2
2029,12,2017,13690,0,12520,2,145.0,61.7,1.7
2030,12,2017,12280,0,21594,0,165.0,44.8,1.6
2031,12,2018,14890,0,30342,2,145.0,58.9,2.0
2032,12,2018,17190,3,33026,2,145.0,57.7,1.7
2033,12,2018,17190,3,32082,2,145.0,57.7,1.7
2034,7,2017,8982,0,9207,0,145.0,55.4,1.2
2035,12,2016,10222,0,57535,2,30.0,61.7,1.7
2036,11,2019,20000,2,2041,3,140.0,52.3,1.6
2037,5,2019,9990,0,25,0,145.0,49.6,1.0
2038,7,2016,6890,0,44007,0,30.0,55.4,1.2
2039,15,2018,28490,3,10500,2,145.0,39.8,2.2
2040,5,2017,8690,0,9966,0,145.0,57.7,1.2
2041,12,2017,15890,0,44473,2,145.0,54.3,2.0
2042,12,2017,13690,0,34559,2,145.0,58.9,2.0
2043,9,2015,10690,0,20660,2,30.0,65.7,1.7
2044,14,2019,18600,3,10391,3,135.0,78.5,1.6
2045,12,2018,17190,3,35400,2,145.0,57.7,1.7
2046,12,2016,15790,0,49000,2,200.0,47.9,2.0
2047,13,2019,18490,0,14329,2,150.0,31.7,2.5
2048,5,2019,9290,0,2811,0,150.0,49.6,1.0
2049,5,2020,12490,0,1136,0,150.0,56.5,1.0
2050,12,2017,15890,0,21390,2,150.0,61.4,1.7
2051,10,2019,15490,0,3000,2,145.0,60.1,1.6
2052,10,2016,7500,0,51236,2,20.0,72.4,1.6
2054,14,2019,16990,2,1533,3,135.0,78.5,1.6
2055,5,2019,10991,3,6000,0,145.0,47.9,1.2
2056,5,2018,7491,0,16281,0,145.0,60.1,1.0
2057,12,2020,26995,0,133,0,150.0,34.9,1.6
2058,12,2020,27995,0,146,2,150.0,48.7,1.6
2059,10,2020,27995,0,1622,0,150.0,34.0,2.0
2060,5,2019,13495,3,2034,0,150.0,47.9,1.2
2061,5,2019,9250,0,10914,0,150.0,57.6,1.2
2062,7,2019,9000,0,7372,0,150.0,46.3,1.2
2063,7,2015,7799,0,19900,0,125.0,51.4,1.4
2064,5,2013,4499,0,37570,0,20.0,61.4,1.2
2065,5,2015,5999,0,40784,0,20.0,60.1,1.0
2066,12,2017,14698,3,37241,2,125.0,57.6,1.7
2067,11,2018,15498,0,5913,0,145.0,44.1,1.0
2068,13,2016,13695,0,48859,2,300.0,37.7,2.5
2069,12,2016,14200,0,18093,2,30.0,61.7,1.7
2070,12,2018,18000,0,4188,2,145.0,48.7,1.6
2071,14,2018,18000,2,15850,3,135.0,78.5,1.6
2072,14,2019,20000,3,4541,3,135.0,78.5,1.6
2073,10,2018,11000,0,13406,0,145.0,56.5,1.0
2074,7,2015,7000,0,27130,0,30.0,55.4,1.2
2075,5,2017,7500,0,35470,0,145.0,57.7,1.2
2076,5,2017,7500,0,22795,0,30.0,57.7,1.2
2078,5,2018,7750,0,12544,0,145.0,57.7,1.2
2080,5,2017,7000,0,13506,0,20.0,60.1,1.0
2081,7,2016,7900,0,22431,0,30.0,55.4,1.2
2082,9,2013,6750,2,60790,2,205.0,47.1,1.7
2083,10,2013,5500,0,65563,0,150.0,47.1,1.4
2084,12,2016,17298,0,18210,2,125.0,58.9,2.0
2085,11,2019,14998,0,13145,0,145.0,44.1,1.0
2086,12,2015,10398,0,56525,2,30.0,61.7,1.7
2087,10,2017,9995,0,38588,0,30.0,56.5,1.0
2088,14,2019,19995,2,7386,3,135.0,78.5,1.6
2089,5,2018,8000,0,10605,0,145.0,60.1,1.0
2090,11,2019,15490,0,4346,0,145.0,44.1,1.0
2091,12,2019,26990,3,6648,3,145.0,50.4,1.6
2092,12,2017,17200,3,30326,2,145.0,57.7,1.7
2093,12,2016,16000,3,16174,2,125.0,57.6,1.7
2095,7,2015,7890,0,41590,0,125.0,51.4,1.4
2096,5,2015,4590,0,62013,0,20.0,60.1,1.0
2097,10,2014,7295,2,37000,2,160.0,51.4,1.6
2098,5,2016,7995,2,11000,0,145.0,47.9,1.2
2099,5,2017,6999,0,30446,0,145.0,57.7,1.2
2100,12,2018,14670,0,15272,0,145.0,34.9,1.6
2101,15,2019,33970,3,3580,2,145.0,39.8,2.2
2102,5,2017,6870,0,21207,0,20.0,60.1,1.0
2103,13,2019,18500,0,14674,2,145.0,31.7,2.5
2104,12,2018,16990,3,31222,2,150.0,57.7,1.7
2105,12,2018,13990,0,23401,0,150.0,44.8,1.6
2106,5,2017,6530,0,27884,0,30.0,57.6,1.2
2107,7,2018,11000,0,4309,0,150.0,55.4,1.2
2108,5,2017,7000,0,14725,0,20.0,60.1,1.0
2109,10,2018,11000,0,17800,0,150.0,45.6,1.0
2110,15,2017,19500,0,26306,2,205.0,47.1,2.2
2111,7,2016,8000,0,19398,0,30.0,58.9,1.2
2112,9,2015,8000,0,53441,2,30.0,62.8,1.7
2113,11,2018,16000,0,11282,0,150.0,52.3,1.0
2114,5,2019,10490,0,100,0,145.0,49.6,1.0
2115,5,2017,6999,0,30347,0,145.0,57.7,1.2
2116,7,2014,4999,0,48701,0,30.0,57.6,1.2
2117,8,2017,8900,0,26987,0,125.0,50.4,1.4
2118,10,2016,10270,3,15850,2,20.0,72.4,1.6
2119,5,2019,10220,0,5,0,145.0,49.6,1.0
2120,5,2019,10220,0,100,0,145.0,49.6,1.0
2122,11,2019,23970,2,9500,3,135.0,52.3,1.6
2123,12,2017,15270,0,10330,2,30.0,61.7,1.7
2124,5,2018,9770,0,8337,0,145.0,57.6,1.2
2125,10,2019,23500,0,21,0,150.0,34.0,2.0
2126,5,2018,8290,0,6740,0,145.0,60.1,1.0
2127,5,2015,5990,0,26541,0,30.0,57.6,1.2
2128,10,2019,24990,0,1600,0,145.0,34.0,2.0
2129,5,2019,8290,0,12760,0,145.0,57.6,1.2
2130,5,2019,7990,0,11427,0,145.0,60.1,1.0
2131,12,2017,16990,0,18295,0,145.0,38.7,1.6
2132,5,2018,7690,0,5703,0,145.0,60.1,1.0
2133,5,2018,7690,0,10173,0,145.0,60.1,1.0
2134,11,2018,14990,0,27317,0,145.0,52.3,1.0
2135,5,2018,8490,0,7552,0,145.0,57.7,1.2
2136,5,2018,8490,0,7753,0,145.0,57.7,1.2
2137,5,2015,5885,0,14566,0,20.0,60.1,1.0
2139,12,2016,12495,0,41374,2,30.0,61.7,1.7
2140,12,2017,12995,0,17417,2,30.0,61.7,1.7
2141,7,2017,8500,0,18281,0,30.0,55.4,1.2
2142,12,2016,16401,3,47347,2,125.0,57.6,1.7
2143,13,2018,15499,0,33173,2,145.0,37.7,2.5
2144,11,2018,15445,0,8764,0,145.0,44.1,1.0
2145,7,2017,8000,0,31538,0,145.0,58.9,1.2
2146,12,2018,22000,2,13139,2,145.0,46.3,1.6
2147,12,2016,14500,3,15589,2,125.0,57.6,1.7
2148,5,2017,7500,0,12717,0,145.0,60.1,1.0
2149,5,2017,7745,0,11938,0,145.0,60.1,1.0
2150,7,2017,7989,0,25103,0,145.0,58.9,1.2
2151,10,2018,12989,0,12721,0,145.0,52.3,1.4
2152,10,2019,23000,0,5496,0,150.0,34.0,2.0
2153,5,2018,7000,0,30001,0,145.0,57.7,1.2
2154,12,2018,16800,3,32652,2,145.0,57.7,1.7
2155,12,2018,16900,3,34362,2,145.0,57.7,1.7
2156,12,2016,14500,3,11653,2,125.0,57.6,1.7
2157,12,2018,14400,0,17287,2,145.0,61.7,1.7
2158,7,2017,7490,0,21189,0,145.0,55.4,1.2
2159,7,2016,7290,0,17784,0,30.0,55.4,1.2
2160,14,2017,15325,2,14709,3,135.0,78.5,1.6
2161,5,2019,9295,0,2000,0,145.0,49.6,1.0
2165,5,2018,8995,0,18135,0,145.0,57.7,1.2
2166,7,2017,8990,0,13600,0,30.0,55.4,1.2
2167,7,2019,9990,0,15251,0,150.0,46.3,1.2
2168,12,2018,13399,0,25148,0,145.0,44.8,1.6
2169,12,2017,13997,0,13943,2,145.0,61.7,1.7
2170,7,2018,9989,0,22964,0,145.0,46.3,1.2
2171,5,2018,6789,0,12603,0,145.0,60.1,1.0
2172,10,2019,18989,0,2122,0,145.0,42.2,1.4
2173,11,2019,19989,0,10,0,145.0,44.1,1.0
2174,12,2019,27989,3,10,0,145.0,35.8,1.6
2175,5,2019,9989,0,10,0,145.0,49.6,1.0
2176,11,2019,22989,3,10,0,145.0,37.7,1.6
2177,8,2019,14989,2,2122,0,145.0,34.5,1.6
2178,7,2016,7989,0,30562,0,20.0,62.8,1.0
2179,5,2015,5989,0,57781,0,30.0,57.6,1.2
2180,14,2018,13989,2,54876,3,140.0,78.5,1.6
2181,5,2017,8989,0,8786,0,30.0,57.7,1.2
2182,5,2017,6989,0,13625,0,20.0,60.1,1.0
2183,13,2018,15995,2,33999,2,145.0,33.6,2.5
2184,5,2018,7990,0,8239,0,145.0,60.1,1.0
2185,11,2019,14290,0,15391,0,145.0,44.1,1.0
2186,12,2019,17990,3,9616,0,145.0,36.2,1.6
2187,12,2019,18290,3,6692,0,145.0,36.2,1.6
2188,14,2019,18990,2,11816,3,135.0,78.5,1.6
2189,9,2016,8791,0,50820,2,20.0,67.3,1.7
2190,12,2019,21891,3,2626,0,145.0,36.2,1.6
2191,6,2015,9991,0,43439,2,160.0,51.4,2.0
2192,13,2018,16280,0,33113,2,145.0,31.7,2.5
2193,12,2016,9580,0,53917,2,30.0,61.7,1.7
2194,6,2013,8471,2,49180,2,305.0,39.2,2.0
2195,12,2019,19489,0,4900,2,145.0,48.7,1.6
2196,5,2016,5489,0,53182,0,20.0,60.1,1.0
2197,5,2017,6989,0,20945,0,145.0,60.1,1.0
2198,12,2019,24989,0,4426,3,145.0,47.9,1.6
2199,12,2019,24989,0,7374,3,145.0,47.9,1.6
2200,14,2019,22989,2,5222,3,135.0,78.5,1.6
2201,10,2017,11989,3,20703,0,145.0,51.4,1.4
2202,5,2019,9989,0,50,0,145.0,49.6,1.0
2203,5,2017,8789,0,29290,0,145.0,57.7,1.2
2204,12,2017,13989,0,26991,0,145.0,44.8,1.6
2205,12,2017,15995,2,15000,2,125.0,57.6,1.7
2206,12,2017,13750,3,24367,2,125.0,57.6,1.7
2207,8,2017,8499,0,23195,0,125.0,50.4,1.4
2208,12,2016,16995,0,25910,2,200.0,47.9,2.0
2209,6,2015,8995,0,33153,2,145.0,53.3,1.7
2210,12,2018,14991,0,21000,0,145.0,34.9,1.6
2211,15,2017,18991,3,32467,2,235.0,42.8,2.2
2212,12,2016,17991,0,29217,2,200.0,47.9,2.0
2213,12,2017,13790,3,34757,2,150.0,57.6,1.7
2215,14,2018,18999,2,12045,3,135.0,78.5,1.6
2216,7,2017,8500,0,21166,0,20.0,62.8,1.0
2217,5,2018,10000,0,8985,0,145.0,57.6,1.2
2218,14,2017,15989,2,17666,3,135.0,78.5,1.6
2219,11,2020,13999,2,25446,3,135.0,52.3,1.6
2220,15,2019,31995,3,4223,2,145.0,39.8,2.2
2221,5,2018,7290,0,12666,0,145.0,60.1,1.0
2222,12,2018,17999,0,12000,0,150.0,34.9,1.6
2223,7,2015,7999,0,50000,0,30.0,55.4,1.2
2224,10,2018,21999,0,19496,0,150.0,39.8,2.0
2225,5,2017,7999,0,31000,0,145.0,60.1,1.0
2226,5,2014,6000,0,27397,0,20.0,60.1,1.0
2227,12,2017,16750,0,41617,2,200.0,47.9,2.0
2228,7,2016,7750,0,27780,0,30.0,55.4,1.2
2229,8,2017,9500,2,18250,0,160.0,43.5,1.6
2231,5,2017,6500,0,30282,0,145.0,60.1,1.0
2232,8,2018,10250,0,4909,0,150.0,50.4,1.4
2233,12,2016,12500,0,35329,2,30.0,61.7,1.7
2234,11,2018,13295,0,16700,0,145.0,44.1,1.0
2235,7,2018,9999,0,10000,0,145.0,46.3,1.2
2236,5,2019,8899,0,3123,0,145.0,49.6,1.0
2237,11,2018,12795,0,21000,0,145.0,52.3,1.0
2238,11,2019,14399,0,5000,0,145.0,44.1,1.0
2239,7,2017,10395,0,9812,0,145.0,62.8,1.0
2240,7,2018,10399,0,4200,0,145.0,46.3,1.2
2241,12,2017,15795,0,39620,2,145.0,61.4,1.7
2242,11,2020,15399,2,7000,3,135.0,52.3,1.6
2243,5,2017,7695,0,5600,0,20.0,60.1,1.0
